Name,Gender,DateOfBirth,Age,Standard,Caste,DropoutStatus,DropoutReason,DropoutPrediction,SchoolJoiningDate,StreamAfter10th,DateLeftSchool
Briant Dufaire,Male,2013-05-02,60,8,Other,true,Health,false,2024-01-05,Science,2024-03-08
Leonid Gillott,Male,1983-04-16,11,8,ST,false,Family,true,2024-01-01,Science,2024-02-22
Alica Gherardesci,Female,2012-03-25,49,12,ST,true,Other,true,2023-09-03,Other,2023-10-20
Polly McEnteggart,Female,1983-03-06,48,11,OBC,false,Health,false,2023-08-19,Commerce,2023-05-21
Steward Vousden,Male,2015-08-09,31,5,ST,true,Health,true,2023-12-14,Arts,2023-08-10
Luelle Alleyne,Female,2018-10-07,10,6,SC,true,Health,false,2023-10-13,Science,2024-02-27
Sherman Cotman,Male,1993-07-21,31,7,Other,false,Health,false,2023-08-31,Arts,2023-05-01
Orrin Fassbender,Male,1994-06-27,55,9,SC,true,Financial,true,2023-12-31,Other,2023-09-03
Bobine Coultas,Female,2018-03-25,21,1,SC,true,Other,true,2024-01-18,Commerce,2024-03-08
Marlane Chetwind,Female,1992-10-20,56,4,Other,false,Financial,true,2023-07-19,Science,2024-01-24
Shantee Ridgway,Female,2014-05-02,35,6,OBC,true,Health,false,2023-07-27,Other,2024-03-20
Chaddie Alstead,Male,2001-08-04,67,11,Other,true,Other,false,2023-11-04,Arts,2023-11-21
Carmelle Naughton,Female,1997-12-16,70,11,ST,false,Family,true,2024-03-17,Commerce,2024-03-21
El Roos,Male,2006-01-14,64,2,OBC,true,Financial,false,2024-04-16,Commerce,2023-10-21
Jacobo Leeves,Male,1985-11-29,55,3,General,false,Financial,true,2024-02-12,Arts,2023-07-02
Aguste Frankema,Polygender,1984-06-22,38,5,Other,false,Health,true,2023-07-11,Commerce,2023-11-11
Valida Beers,Female,1986-12-30,64,4,SC,true,Financial,true,2023-10-27,Commerce,2024-01-05
Lynnell Pendlington,Female,1999-03-28,38,7,Other,true,Family,true,2023-12-09,Science,2023-12-04
Bradan Benham,Male,1986-02-20,29,5,ST,true,Family,true,2023-09-09,Other,2023-09-20
Winna McQuillin,Bigender,2014-11-15,19,7,Other,true,Health,true,2023-06-03,Commerce,2024-01-23
Delbert Ridde,Male,2017-06-17,45,9,OBC,false,Other,true,2023-12-06,Commerce,2023-10-16
Colleen Frisby,Non-binary,1990-09-09,41,2,OBC,false,Financial,false,2023-11-20,Other,2024-04-09
Wendell Emloch,Male,2016-08-21,10,7,General,true,Other,true,2023-08-21,Science,2023-06-25
Neal Worboy,Male,2007-02-04,14,2,Other,true,Family,false,2023-07-22,Arts,2023-11-23
Shane Youngs,Male,2009-12-26,59,8,ST,true,Financial,false,2023-10-24,Commerce,2023-08-19
Daile Cutchie,Genderfluid,1997-10-10,67,2,General,true,Financial,true,2023-11-12,Commerce,2023-08-19
Vito Johantges,Male,1987-01-12,52,4,ST,true,Health,false,2024-03-23,Commerce,2023-11-30
Keelia Bramont,Female,1982-10-26,32,0,Other,true,Financial,true,2024-01-29,Arts,2023-07-29
Maisey Axton,Female,1984-05-31,57,9,ST,false,Family,true,2023-10-28,Commerce,2023-10-21
Belvia Wressell,Female,2007-02-19,32,9,General,true,Family,true,2023-11-14,Commerce,2023-08-01
Michell Bamford,Female,1989-07-02,56,1,Other,false,Family,true,2024-03-11,Other,2023-09-08
Krystle Biscomb,Polygender,1999-11-12,26,1,ST,true,Financial,true,2023-12-03,Science,2023-06-14
Merrick Gother,Male,2001-11-27,10,11,ST,false,Financial,false,2024-02-15,Science,2023-05-24
Klaus Jury,Male,2003-03-16,14,1,General,false,Family,true,2023-05-29,Science,2023-08-05
Oby Canlin,Male,1991-02-01,40,5,ST,true,Health,false,2024-02-05,Arts,2023-10-27
Hervey Soppit,Male,1998-03-19,43,12,Other,false,Health,true,2023-12-02,Other,2023-09-11
Alys Readwin,Female,2011-05-05,10,8,Other,true,Health,true,2024-01-04,Commerce,2023-07-07
Colan Kitchenham,Male,1997-09-04,22,12,ST,true,Health,true,2023-08-30,Other,2024-01-30
Mel Petrovykh,Female,1986-11-10,65,7,OBC,true,Financial,false,2023-12-18,Science,2023-08-02
Leonelle Whenham,Female,1984-06-27,55,11,OBC,true,Financial,true,2023-08-31,Commerce,2023-12-15
Fonzie Doughartie,Male,1994-09-22,61,5,General,false,Financial,true,2024-04-29,Other,2023-06-10
Sid Wildin,Male,2008-06-17,48,0,General,true,Other,true,2023-09-22,Commerce,2023-05-21
Thatcher Huertas,Male,1987-10-19,12,7,SC,false,Family,true,2023-08-26,Science,2023-11-27
Dewey Zanotti,Male,2001-04-14,39,1,OBC,false,Health,false,2023-06-23,Arts,2024-02-20
Kahlil Franciskiewicz,Male,2012-01-26,26,12,General,false,Health,true,2023-09-26,Arts,2023-05-04
Corbet Perico,Male,1996-03-13,58,4,General,false,Family,true,2023-05-12,Science,2023-11-10
Myrah Heppenspall,Female,2018-08-29,39,0,OBC,false,Financial,false,2023-07-12,Commerce,2024-02-14
Burnaby Godspede,Male,2010-08-19,11,5,Other,true,Family,false,2024-01-04,Arts,2024-03-02
Vally Curcher,Female,1997-04-13,43,1,OBC,true,Other,true,2024-02-04,Other,2023-08-06
Ashley Hospital,Female,2020-01-16,70,3,OBC,false,Family,false,2024-03-30,Science,2023-12-24
Rubin Beall,Male,2018-03-07,25,2,Other,false,Other,false,2023-10-19,Commerce,2023-12-16
Archibaldo Klaas,Bigender,1989-11-25,35,1,ST,true,Family,false,2023-08-10,Arts,2024-02-18
Herb Dachs,Male,1980-11-05,18,4,ST,true,Financial,false,2024-02-26,Other,2023-10-22
Ludvig Dumberell,Male,2016-03-01,16,8,Other,true,Family,false,2023-08-29,Science,2024-01-22
Augustine Donnel,Male,2016-12-13,30,8,General,false,Family,false,2024-01-31,Science,2024-03-27
Emmet Snaden,Male,2003-03-27,68,8,ST,false,Financial,false,2023-12-05,Other,2024-03-12
Erminie Ciccottini,Agender,2009-11-09,40,6,OBC,false,Health,false,2023-11-19,Arts,2023-07-25
Felita Rains,Female,1999-04-02,23,6,OBC,false,Health,true,2024-01-19,Science,2024-03-15
Timmy Jurkiewicz,Male,1995-04-13,37,4,ST,true,Other,true,2023-12-04,Arts,2024-03-18
Sharla Vonasek,Bigender,1993-07-29,69,2,General,false,Financial,false,2023-11-16,Commerce,2023-05-24
Simone Nelthorpe,Female,1993-10-24,47,12,SC,false,Health,true,2024-01-05,Other,2024-01-25
Martelle Shepherd,Female,1988-11-02,24,4,OBC,true,Other,true,2023-05-05,Commerce,2023-08-13
Audrie Barltrop,Female,1984-11-08,50,10,OBC,true,Health,false,2024-03-10,Other,2023-08-30
Zerk Montes,Male,2008-05-15,37,8,OBC,true,Financial,false,2024-03-29,Arts,2024-01-02
Norean Kearns,Female,2010-11-21,36,5,SC,true,Family,true,2023-06-29,Other,2024-01-07
Erminie Chaim,Female,1999-01-21,42,3,General,true,Health,false,2023-11-06,Science,2024-04-09
Kilian Worham,Male,1987-07-06,45,7,SC,false,Health,true,2023-10-03,Science,2023-06-17
Lily Nolte,Female,1988-05-19,42,11,OBC,true,Health,false,2024-02-16,Science,2024-03-23
Marion Breit,Male,2004-07-15,55,12,SC,false,Financial,false,2023-10-29,Science,2023-12-01
Minetta Torvey,Female,2013-12-31,37,5,Other,false,Family,true,2023-06-11,Other,2024-04-28
Barn Thandi,Male,1982-08-22,39,1,SC,true,Family,true,2023-10-20,Other,2023-08-07
Modesty Allmann,Female,2007-06-18,13,12,OBC,true,Financial,true,2024-02-15,Science,2023-09-22
Betsey Lamplugh,Female,2015-08-22,36,0,ST,false,Family,true,2023-07-05,Science,2024-01-27
Vassily Grainger,Male,2009-06-10,37,8,Other,false,Financial,false,2024-03-02,Science,2024-01-31
Therese Kivelhan,Female,2013-04-21,39,1,Other,true,Family,false,2024-01-22,Science,2023-11-19
Otis Pirri,Male,1994-04-29,22,11,Other,true,Other,false,2023-06-06,Other,2023-05-22
Giselbert Rimer,Male,1982-03-08,10,10,SC,true,Family,true,2024-02-19,Science,2023-09-30
Pembroke Vigours,Male,1991-01-14,41,8,ST,true,Other,false,2023-09-30,Commerce,2024-04-29
Bertrando Priden,Genderqueer,1992-11-16,29,0,ST,false,Family,true,2023-06-21,Arts,2024-02-27
Michelina Helstrom,Female,1999-05-04,60,3,General,true,Family,true,2023-06-12,Arts,2023-07-15
Blanch Gilliam,Bigender,2018-09-19,58,5,ST,false,Family,true,2023-05-26,Science,2024-04-23
Tess Blaber,Female,1983-12-28,56,9,OBC,true,Family,true,2024-01-24,Other,2023-09-12
Svend Clurow,Male,1987-01-20,57,1,OBC,true,Health,false,2023-10-21,Commerce,2023-08-15
Elfrieda Darbey,Female,1983-11-02,42,4,OBC,true,Financial,false,2024-01-28,Other,2024-04-14
Lucian McCormack,Male,1992-05-27,36,4,ST,true,Financial,false,2023-10-25,Commerce,2024-04-14
Monty Provost,Male,2009-09-10,45,11,Other,false,Other,true,2024-02-17,Commerce,2024-01-29
Chad Jerams,Female,2004-12-22,50,11,ST,false,Other,false,2024-02-28,Science,2024-04-28
Gabie Ellerker,Female,2005-03-12,33,1,OBC,false,Family,false,2024-01-22,Arts,2024-03-19
Agneta Dimitresco,Female,1994-02-28,34,10,SC,true,Financial,false,2024-03-18,Other,2023-09-17
Kennedy Braksper,Male,1991-04-08,25,12,SC,true,Financial,true,2023-07-24,Science,2023-05-22
Etta MacNeish,Female,1985-12-21,51,2,OBC,true,Financial,true,2023-05-31,Science,2023-10-25
Wye Duddin,Male,1997-09-19,48,0,OBC,false,Financial,true,2023-10-14,Arts,2023-05-02
Fayth Tomaino,Female,2011-10-30,32,5,ST,true,Health,true,2023-06-23,Arts,2023-10-19
Garnette Lavielle,Female,1992-04-07,63,12,Other,false,Other,false,2023-08-11,Arts,2023-10-03
Julee Beastall,Female,1992-05-25,15,12,SC,true,Family,false,2024-03-03,Other,2023-10-16
Vivianna St. Louis,Female,1984-08-31,27,3,OBC,true,Family,false,2024-04-12,Commerce,2023-11-26
Milli Garces,Female,2009-07-19,30,9,ST,true,Health,false,2024-03-01,Other,2023-05-20
Rodrick Kersley,Male,2000-06-16,32,9,ST,false,Family,false,2023-10-25,Arts,2023-06-22
Candace Poor,Female,1989-04-01,31,7,ST,true,Health,false,2024-04-20,Science,2023-07-15
Ofella Machans,Female,2005-11-10,16,6,OBC,false,Health,false,2024-04-09,Science,2024-01-25
Lesley Cabrera,Female,1988-02-25,31,9,General,false,Financial,true,2023-07-01,Science,2024-01-03
Casi Le Jean,Female,2006-12-03,11,7,General,false,Family,false,2023-06-10,Other,2023-11-19
Kaylee Rickarsey,Female,2001-11-07,67,1,Other,false,Financial,true,2023-11-28,Science,2023-11-03
Alisha Hungerford,Female,1994-09-01,41,6,ST,true,Other,true,2023-06-25,Arts,2023-08-11
Fonzie Wankling,Male,2011-10-03,18,10,Other,false,Family,true,2023-09-18,Other,2024-02-05
Lonna Rootes,Female,1995-05-22,63,12,General,false,Family,false,2023-11-23,Science,2023-05-15
Marven Please,Male,1994-04-24,27,1,SC,false,Health,false,2023-05-23,Science,2023-12-18
Marigold Spinige,Female,2007-04-30,10,1,General,true,Health,false,2023-10-05,Commerce,2024-02-20
Gallagher Faithfull,Male,1984-03-14,32,7,ST,false,Other,true,2023-11-03,Arts,2024-03-02
Fayina Putten,Female,2009-03-14,40,5,General,true,Health,false,2023-09-27,Other,2023-08-25
Durward Jacobsen,Male,1987-06-05,34,3,OBC,false,Family,false,2023-07-14,Other,2024-02-16
Darelle Sweet,Female,1992-12-22,53,9,Other,true,Financial,false,2023-08-02,Commerce,2023-10-07
Myranda Rotlauf,Female,2018-12-12,68,3,SC,true,Health,true,2023-08-11,Arts,2024-04-17
Henryetta Kalaher,Female,2002-04-19,68,8,SC,false,Family,true,2023-10-31,Arts,2024-03-04
Elna Habercham,Female,1985-02-21,38,9,ST,true,Financial,true,2023-10-14,Other,2024-03-25
Saxon O'Shiel,Male,2001-08-24,70,4,SC,true,Financial,true,2023-06-07,Commerce,2023-06-19
Daisi Ranner,Female,2005-09-16,55,12,General,false,Other,true,2023-06-03,Science,2024-04-25
Josephine Vass,Female,1981-03-06,51,7,SC,true,Other,false,2023-08-12,Arts,2023-10-30
Immanuel Pendre,Male,2017-08-09,12,4,General,true,Family,true,2023-05-12,Commerce,2023-07-29
Bard Vala,Male,2010-12-23,47,12,SC,true,Health,true,2023-09-24,Science,2023-12-07
Ailyn Marquand,Female,1983-07-22,33,7,Other,true,Other,true,2023-07-02,Arts,2023-08-26
Teodoor de Quincey,Polygender,1998-11-26,12,1,General,false,Financial,false,2023-09-19,Arts,2023-08-03
Dulcy Lees,Female,1996-04-26,27,5,SC,true,Family,false,2023-06-19,Commerce,2024-04-20
Bernie Pearton,Male,1999-11-08,59,0,ST,false,Family,false,2023-05-08,Science,2024-01-18
Delphine Pentin,Female,1995-11-02,30,12,General,true,Financial,true,2024-02-28,Commerce,2024-03-18
Teodor Tomasello,Male,1993-02-11,51,7,General,false,Health,true,2023-10-20,Arts,2023-11-07
Martie Van Hove,Female,1986-03-17,31,12,General,false,Health,true,2023-06-07,Commerce,2024-04-16
Nert Stammers,Female,1999-02-25,42,7,Other,true,Family,false,2023-06-03,Other,2024-01-19
Laure Kenneway,Female,1988-11-07,16,11,General,false,Health,true,2023-05-15,Commerce,2023-10-21
Lorna Wordesworth,Female,2017-05-23,35,0,ST,true,Health,false,2023-05-08,Commerce,2024-02-05
Matelda Gooddie,Genderqueer,2002-10-23,69,12,General,true,Financial,true,2023-06-04,Arts,2024-03-16
Joby Attwool,Female,1983-01-04,52,4,General,true,Family,false,2024-01-24,Science,2023-07-11
Floyd Fleischer,Male,2019-03-27,39,1,General,true,Financial,true,2023-11-27,Commerce,2023-11-30
Nestor Heinsen,Non-binary,2016-02-18,40,3,OBC,false,Family,false,2024-02-29,Other,2023-07-03
Kit Wernher,Male,1990-01-02,53,1,OBC,true,Health,true,2023-12-08,Science,2023-07-26
Gabbie Gosford,Male,1987-08-30,51,2,Other,true,Health,true,2023-10-02,Science,2023-10-24
Hillyer Januszewski,Male,1992-05-04,43,0,ST,false,Other,false,2023-10-12,Other,2023-06-14
Henryetta Chanter,Female,1985-04-19,47,12,OBC,true,Family,true,2024-03-14,Arts,2024-04-01
Dominic Tumbridge,Male,2000-12-20,46,12,General,false,Financial,false,2024-02-26,Science,2023-11-20
Parry Thurnham,Male,1982-06-22,64,10,Other,true,Financial,true,2024-03-05,Science,2023-09-23
Pearle Deverose,Female,2009-10-06,58,4,General,true,Health,false,2023-09-25,Arts,2023-10-10
Peyter Munnis,Male,1983-04-20,26,9,General,true,Financial,true,2023-06-17,Science,2023-06-03
Gerianne Ennew,Female,2016-06-25,54,11,OBC,true,Other,false,2023-12-22,Commerce,2023-09-25
Beret Disdel,Female,2010-11-10,62,4,General,false,Other,true,2023-07-11,Science,2024-04-22
Melisent Quest,Female,2013-11-11,21,3,SC,false,Financial,true,2023-11-13,Arts,2023-08-26
Bryn Halloran,Male,2011-05-26,22,8,General,false,Health,false,2024-02-06,Other,2024-01-01
Sayers MacKissack,Male,2010-01-25,19,10,ST,true,Financial,false,2024-02-08,Commerce,2023-06-01
Dietrich Lis,Male,1981-02-10,15,0,SC,true,Health,false,2023-11-30,Commerce,2024-01-24
Veradis Chesney,Female,2013-02-02,52,2,SC,false,Health,true,2023-10-11,Other,2024-03-28
Poppy Troni,Non-binary,2011-06-15,34,1,OBC,false,Family,false,2023-08-23,Science,2023-07-02
Nan Rubinek,Non-binary,1982-01-31,54,8,SC,false,Family,false,2023-07-23,Science,2023-06-03
Tandie Hurring,Non-binary,2000-05-30,44,2,General,false,Family,false,2023-10-03,Commerce,2024-02-28
Horatio Cattermull,Male,1981-07-06,55,8,ST,false,Other,true,2023-12-14,Science,2023-12-17
Wilbur Jarville,Male,1996-09-08,59,10,Other,true,Other,false,2023-12-24,Science,2023-10-20
Erinna Gerhts,Female,2004-04-11,55,1,SC,false,Financial,false,2023-06-13,Commerce,2023-10-25
Marcos Dowyer,Male,1999-01-27,10,11,SC,true,Family,true,2024-01-06,Other,2023-08-29
Blinni Heaven,Female,1994-04-20,50,3,OBC,false,Health,false,2023-07-15,Other,2024-03-03
Sansone Carrabot,Male,1991-04-11,18,2,SC,false,Health,false,2024-04-01,Other,2023-10-29
Randi Brabban,Female,1989-10-03,55,4,Other,false,Family,false,2023-06-10,Commerce,2024-02-26
Gary Creaven,Male,1991-03-24,60,9,ST,false,Family,false,2023-09-14,Arts,2023-06-08
Dre Lebrun,Female,2011-04-18,59,4,ST,false,Health,false,2024-02-13,Science,2023-08-24
Alberta Gutowski,Female,1994-05-23,33,2,ST,true,Health,false,2023-07-16,Other,2024-04-02
Adriaens Pagelsen,Female,1980-12-28,10,7,General,true,Financial,true,2023-09-26,Science,2023-08-28
Wynny Aronov,Female,2008-03-12,68,1,OBC,false,Family,false,2023-08-17,Science,2024-02-07
Cara Sergison,Female,1995-12-03,56,1,OBC,false,Financial,true,2023-12-31,Commerce,2023-09-20
Averil Risbridger,Male,1999-10-09,31,3,SC,false,Other,true,2024-03-30,Science,2024-02-13
Randee Seabright,Female,2009-07-19,18,4,Other,false,Family,true,2024-03-13,Arts,2023-08-21
Tessi Gerriets,Female,2013-02-03,12,1,SC,true,Family,true,2023-11-23,Commerce,2023-08-05
Marty Januszkiewicz,Male,2006-11-30,36,10,OBC,false,Other,true,2024-02-27,Arts,2023-12-25
Madelyn Wolfinger,Bigender,1984-11-09,30,2,General,true,Other,false,2023-12-07,Other,2024-02-11
Saunder Cutchee,Male,2002-07-06,19,10,Other,false,Health,false,2024-02-24,Science,2023-08-02
Thorsten Paxeford,Male,2004-04-26,41,4,SC,true,Health,true,2023-05-15,Arts,2023-06-09
Jamesy Pilmore,Genderqueer,1982-08-07,56,6,ST,true,Financial,false,2023-10-19,Commerce,2024-04-10
Cayla Bitcheno,Female,1989-09-22,38,3,Other,true,Family,false,2024-01-09,Commerce,2023-05-28
Jamie Giacobbo,Female,1994-12-21,66,6,SC,false,Family,false,2024-02-22,Arts,2024-02-17
Filide Blayd,Female,1989-05-09,69,1,General,false,Other,true,2023-12-29,Commerce,2024-03-19
Maritsa Bugler,Female,2015-05-21,64,10,Other,false,Financial,true,2023-10-08,Commerce,2023-07-06
Lindsay Govey,Male,1993-12-22,64,3,Other,false,Financial,true,2023-12-04,Commerce,2024-02-07
Grantley Oxe,Male,2017-06-09,48,11,OBC,false,Family,false,2024-02-09,Science,2023-11-09
Natalee Bramsen,Bigender,1998-08-23,35,8,ST,false,Other,false,2023-10-24,Arts,2024-02-22
Edd Hebblewhite,Bigender,2001-04-29,26,11,Other,false,Family,true,2023-10-08,Arts,2023-12-19
Philbert Donavan,Male,2014-10-20,60,7,ST,false,Family,true,2024-03-03,Arts,2024-01-26
Kailey Pleven,Female,2002-02-17,44,4,OBC,true,Family,false,2023-08-28,Commerce,2023-09-25
Zitella Cato,Female,1980-11-30,67,3,OBC,false,Other,false,2023-11-06,Commerce,2024-01-13
Gram Hardiman,Male,1994-04-22,13,11,Other,true,Other,false,2023-12-20,Science,2023-05-09
Hazlett Ginger,Male,2011-02-19,41,12,ST,false,Family,false,2023-10-20,Commerce,2023-05-16
Randa Dumsday,Polygender,2005-02-16,42,2,SC,false,Health,true,2023-10-21,Other,2023-08-14
Feodora Harbert,Female,2015-01-23,10,9,OBC,true,Health,false,2023-06-14,Science,2023-09-29
Cecelia Slisby,Non-binary,1990-06-28,14,0,SC,false,Financial,false,2023-12-07,Arts,2024-02-16
Michaella McLane,Female,1992-11-07,30,10,General,false,Family,false,2023-09-20,Arts,2023-06-08
Fawne Francesc,Female,2002-11-25,25,10,ST,false,Financial,false,2023-07-31,Commerce,2023-09-06
Gerek Berecloth,Male,1986-01-18,17,11,Other,false,Other,true,2023-05-23,Science,2023-12-27
Sheffield Soden,Male,2011-06-28,56,9,General,false,Financial,true,2024-04-04,Commerce,2023-07-07
Guthrie Warret,Male,1994-08-21,32,11,Other,true,Other,false,2023-06-07,Arts,2023-05-13
Dulci Jesper,Female,1987-10-27,27,11,Other,false,Family,true,2024-04-23,Arts,2023-10-01
Sarah Sictornes,Female,1988-06-24,17,12,Other,true,Other,false,2023-08-31,Arts,2024-02-14
Randie Record,Female,2016-12-23,16,1,OBC,false,Health,false,2023-10-17,Science,2023-07-02
Darleen Jillings,Female,1993-08-29,57,12,OBC,true,Financial,false,2023-12-08,Commerce,2024-03-08
Gracie Wiffler,Agender,2013-11-11,62,1,OBC,false,Financial,true,2024-02-05,Other,2023-12-17
Ravid Birtles,Male,2005-07-13,23,1,ST,false,Financial,false,2024-02-23,Other,2023-05-11
Cyrill Ascrofte,Male,1995-07-12,21,2,ST,true,Financial,false,2023-10-16,Commerce,2023-10-06
Portie Virgo,Male,1987-01-07,70,12,ST,true,Financial,true,2023-12-29,Arts,2024-01-06
Lyndell Killingworth,Female,2018-03-15,60,10,Other,true,Health,false,2024-02-20,Arts,2023-06-12
Christen Czajkowski,Female,1986-02-12,61,5,Other,true,Family,true,2023-12-22,Science,2023-07-23
Flossy Bolsteridge,Female,2010-08-18,31,5,Other,false,Family,false,2024-03-21,Commerce,2024-02-23
Sawyere Leist,Male,2015-01-04,17,11,Other,false,Financial,false,2023-05-25,Arts,2023-11-24
Gawain Mish,Male,1992-12-07,55,6,Other,false,Health,true,2024-04-10,Science,2023-10-29
Patrice Tolwood,Male,2009-04-27,21,1,SC,true,Health,true,2024-02-14,Science,2024-01-14
Gerta Bingham,Female,1998-12-25,51,12,Other,true,Health,true,2023-10-11,Commerce,2023-10-11
Cristen Barabich,Female,1986-08-22,43,7,OBC,false,Health,false,2024-02-01,Other,2024-03-22
Bale Scannell,Male,2015-01-05,20,10,ST,true,Health,false,2023-12-06,Arts,2023-12-20
Storm Ivetts,Female,1992-09-21,24,5,SC,false,Other,true,2023-08-06,Other,2023-11-22
Delmar Babst,Bigender,1991-03-24,24,6,OBC,false,Health,false,2024-02-28,Science,2023-10-22
Berky Jacquemard,Male,2009-06-02,64,5,OBC,true,Health,true,2023-11-23,Science,2024-03-02
Benedikt Jennens,Male,2004-05-02,70,3,OBC,false,Family,false,2023-10-04,Arts,2023-05-23
Stefanie Perez,Female,1998-12-27,41,1,Other,false,Financial,false,2024-02-16,Science,2023-06-09
Tamara Hicks,Female,1982-01-20,36,2,OBC,true,Other,false,2023-11-29,Other,2023-06-26
Hally Maguire,Female,2010-09-10,24,12,Other,true,Other,true,2023-07-12,Other,2023-07-25
Carson Salleir,Male,2002-06-15,36,5,OBC,true,Other,true,2023-05-23,Other,2023-12-18
Nicol Ferras,Genderqueer,1999-09-21,13,7,ST,false,Health,true,2024-01-04,Commerce,2024-03-10
Dulcine Clara,Female,1994-09-18,34,11,ST,false,Family,true,2024-03-18,Other,2023-10-20
Ricoriki Hambers,Male,2010-06-10,57,3,General,false,Other,true,2024-01-13,Arts,2023-06-28
Nertie Loade,Female,1989-04-17,56,7,Other,true,Health,true,2023-09-19,Arts,2023-12-17
Lenore McChesney,Female,1995-08-24,48,1,SC,false,Health,false,2023-06-10,Commerce,2023-12-02
Blakeley Vassel,Female,2003-04-19,27,9,ST,false,Family,true,2023-09-18,Other,2023-04-30
Anny Titlow,Polygender,1984-05-25,16,3,ST,true,Family,false,2023-11-07,Arts,2024-03-07
Lucia Pettit,Female,2009-09-04,15,11,SC,true,Other,false,2024-02-07,Arts,2024-02-16
Zackariah Sidebotton,Male,2011-08-10,50,6,General,false,Other,true,2023-12-14,Arts,2023-11-27
Weylin Skechley,Male,2003-09-24,36,8,ST,false,Financial,false,2023-06-26,Science,2023-12-27
Dinny Matejovsky,Female,1998-04-27,48,12,OBC,true,Financial,true,2023-07-25,Science,2024-01-21
Theodoric Lantry,Male,2003-04-09,14,8,SC,false,Family,true,2023-05-20,Arts,2023-11-01
Butch Absolem,Male,1982-11-04,24,11,ST,false,Other,false,2023-10-22,Commerce,2023-11-22
Neal Rudd,Male,1991-08-18,15,12,OBC,true,Family,false,2024-01-06,Arts,2023-10-15
Fred Terrazzo,Female,2006-07-10,33,4,ST,true,Health,false,2023-05-28,Commerce,2024-02-09
Tallie Lugsdin,Male,1982-01-08,52,7,OBC,false,Family,false,2023-07-03,Arts,2024-04-26
Yard House,Male,1998-12-22,25,5,SC,true,Financial,false,2023-08-19,Arts,2023-09-24
Claiborne Denisyev,Male,1998-10-31,21,2,OBC,false,Health,true,2023-07-18,Arts,2023-07-28
Priscilla Jeffreys,Genderfluid,1983-08-06,35,8,SC,false,Other,true,2023-07-08,Other,2023-07-22
Zebadiah Badman,Male,1993-09-14,66,4,General,false,Family,true,2024-03-27,Arts,2023-05-21
Ivy Wale,Female,1985-06-11,57,3,Other,false,Other,true,2023-06-12,Commerce,2023-12-16
Papagena Gasking,Female,1999-08-16,25,9,General,true,Health,true,2023-11-26,Arts,2023-09-13
Cliff Kibbe,Male,2016-08-27,55,1,SC,true,Financial,false,2023-05-06,Science,2023-10-25
Yorgos Officer,Male,1999-08-31,48,10,General,true,Family,true,2023-05-18,Science,2023-10-09
Archy Tubbles,Male,1982-11-18,51,8,OBC,true,Family,false,2023-09-18,Arts,2023-07-02
Phyllida Ganter,Female,1991-12-05,56,12,General,false,Health,true,2024-02-05,Arts,2024-02-13
Freddi Pautard,Female,2007-12-07,56,1,SC,true,Family,true,2024-04-17,Science,2024-01-15
Ninette Uttridge,Female,1998-04-12,68,2,ST,true,Family,false,2023-10-28,Science,2023-06-06
Jesus Olivi,Male,1987-12-31,15,7,Other,true,Financial,true,2024-03-31,Commerce,2023-05-02
Carey Coils,Male,2008-05-14,57,3,Other,false,Other,false,2023-08-15,Science,2024-03-28
Shae Windmill,Male,1987-08-17,69,8,SC,true,Financial,true,2023-05-11,Science,2023-07-29
Marylinda Lewsley,Female,2006-02-27,57,11,OBC,false,Financial,true,2023-10-16,Arts,2023-12-07
Celisse Marsland,Female,1989-05-31,39,9,General,true,Other,false,2023-06-19,Commerce,2024-03-14
Agata Moxson,Agender,1994-08-14,26,9,OBC,false,Other,true,2024-03-01,Commerce,2023-06-18
Ham Borres,Male,1990-04-26,33,1,OBC,true,Family,true,2024-04-10,Science,2024-01-13
Velma Greensides,Female,1997-01-27,26,2,Other,false,Other,true,2024-04-23,Commerce,2023-05-09
Hubie Jupe,Male,2006-02-28,57,1,Other,false,Financial,false,2024-03-08,Other,2023-12-05
Dorothea Christaeas,Agender,1987-11-24,24,8,SC,false,Other,true,2024-03-03,Science,2023-09-01
Shem Giannassi,Male,2012-07-03,64,6,General,true,Financial,false,2023-10-19,Arts,2023-10-01
Roy Golden,Male,1981-11-29,68,6,OBC,false,Health,true,2024-02-19,Science,2023-08-07
Sheilakathryn Rigler,Female,1994-04-05,50,7,General,false,Financial,true,2023-09-14,Arts,2024-02-23
Agosto Bernardino,Male,1985-08-01,65,6,SC,false,Health,true,2023-11-22,Commerce,2023-11-27
Shirlee Abbys,Female,1998-01-31,23,7,ST,true,Health,true,2023-09-29,Arts,2023-09-19
Cully Stetlye,Male,2002-07-17,30,7,SC,false,Family,true,2024-01-25,Commerce,2024-01-12
Rutger Sparkwill,Male,2004-05-16,38,7,SC,true,Health,true,2024-03-08,Other,2024-03-09
Nixie Yearne,Female,2010-11-28,70,9,Other,false,Other,true,2024-03-10,Other,2024-02-03
Marysa Tydeman,Female,1986-03-14,62,10,Other,true,Other,false,2023-10-30,Arts,2024-02-25
Catharine Silverthorn,Female,1996-07-13,15,10,OBC,false,Financial,true,2023-07-13,Commerce,2023-09-06
Diane-marie Yeabsley,Female,2003-06-02,18,6,OBC,false,Family,true,2023-12-28,Science,2024-04-03
Tadio Challis,Male,2008-07-24,18,6,General,true,Other,false,2023-11-21,Other,2023-06-21
