Name,Gender,DateOfBirth,Age,Standard,Caste,DropoutStatus,DropoutReason,DropoutPrediction,SchoolJoiningDate,StreamAfter10th,DateLeftSchool
Verna Doudny,Female,2002-12-14,65,11,General,false,Other,false,2023-06-11,Arts,2024-02-08
Loise Tunbridge,Female,2003-03-15,57,3,Other,false,Family,true,2023-11-23,Commerce,2023-09-09
Carlynn Willowby,Genderfluid,1991-03-04,56,2,Other,true,Financial,false,2024-04-12,Science,2023-05-13
Verne Malek,Male,1985-02-06,21,8,SC,true,Family,false,2024-04-25,Science,2024-01-22
Monica Kedwell,Female,1995-07-18,61,1,SC,true,Family,true,2023-07-25,Commerce,2023-08-02
Dierdre Reinmar,Female,2003-10-12,43,11,ST,true,Family,true,2023-08-22,Science,2024-03-06
Siouxie Reina,Female,2012-04-26,11,6,ST,true,Family,false,2024-01-28,Arts,2023-10-23
Stormi Starr,Female,2013-04-21,59,2,OBC,false,Other,true,2024-01-31,Arts,2023-05-23
Linus Radmore,Male,2004-12-14,28,3,SC,false,Health,true,2023-08-25,Commerce,2023-07-02
Ainslie Hryniewicz,Female,2019-10-10,10,11,OBC,false,Health,true,2024-04-12,Science,2023-06-29
Hesther Lyste,Female,1994-02-03,35,5,General,true,Financial,true,2023-08-31,Commerce,2024-04-06
Sibelle Hutcheson,Female,2006-10-12,15,8,General,false,Health,true,2023-09-11,Science,2024-01-08
Ursulina Sheahan,Female,1986-12-12,38,2,OBC,true,Other,false,2023-08-20,Other,2023-08-17
Jory Kynett,Male,1994-07-09,63,9,General,false,Health,true,2023-11-25,Arts,2024-02-04
Claretta Levi,Female,1995-07-24,64,8,ST,false,Health,true,2023-10-26,Commerce,2023-05-04
Orly Blessed,Female,1999-10-21,51,1,OBC,false,Other,true,2023-05-21,Science,2023-11-21
Alastair Coytes,Male,1997-09-06,15,12,Other,true,Financial,true,2023-05-05,Other,2023-11-23
Sharon Soldan,Female,1996-07-16,36,11,OBC,true,Health,true,2023-04-30,Commerce,2023-10-22
Cart Fawdery,Male,1999-05-25,51,3,Other,true,Health,true,2023-11-12,Science,2024-02-04
Jany Freear,Female,1988-04-22,41,5,ST,false,Other,true,2023-08-03,Science,2024-03-05
Justinian Kohrding,Male,1987-02-18,46,12,ST,false,Health,false,2024-01-11,Commerce,2024-04-16
Merwin Ewan,Genderfluid,1980-11-17,64,12,General,true,Financial,true,2023-09-04,Science,2024-03-05
Riordan Patten,Male,1987-07-21,20,12,General,false,Other,true,2023-06-25,Arts,2024-02-05
Dannel Amer,Male,1983-03-04,54,9,ST,false,Other,false,2023-05-14,Commerce,2023-11-21
Blakeley Philott,Female,2000-11-24,54,8,OBC,true,Other,false,2023-06-12,Commerce,2023-10-30
Felisha Bernardelli,Female,1990-09-11,60,7,ST,true,Financial,true,2024-02-05,Other,2023-05-25
Ivie Marrett,Female,2007-05-16,69,7,SC,false,Health,true,2024-03-17,Arts,2023-11-11
Fiona Marchington,Female,1989-05-06,69,10,OBC,false,Financial,true,2023-05-17,Commerce,2024-04-06
Felicio Billion,Male,2013-06-23,52,1,Other,true,Financial,true,2023-06-06,Arts,2023-08-08
Dulcine Robak,Female,1994-03-07,63,9,SC,true,Financial,true,2023-05-21,Other,2023-09-24
Llywellyn Garrelts,Male,1991-09-29,14,6,General,false,Other,true,2023-11-30,Other,2024-02-12
Graehme Andrusyak,Male,2012-09-22,17,8,ST,true,Other,true,2024-02-09,Other,2024-03-18
Gilberta Queste,Female,2016-04-16,19,7,Other,true,Other,true,2023-11-09,Arts,2023-07-05
Kasper Ashburner,Agender,2004-07-22,44,9,Other,true,Family,false,2023-07-18,Commerce,2023-07-06
Laughton Gyngell,Male,2008-09-05,10,8,ST,false,Other,false,2024-03-01,Other,2023-06-20
Craggie Zorzin,Agender,1981-01-05,19,2,OBC,false,Family,false,2023-12-04,Arts,2023-10-07
Barnebas Awcock,Male,2008-04-16,65,4,SC,true,Financial,true,2024-01-11,Arts,2024-02-17
Viole Hickford,Female,2003-02-04,26,10,ST,true,Health,false,2023-08-28,Commerce,2024-02-07
Dalenna Lamping,Female,2003-05-23,26,10,Other,false,Financial,true,2024-02-15,Other,2024-01-20
Vinita Guidera,Female,2004-09-17,45,10,General,true,Family,false,2024-03-06,Other,2023-11-19
Elisabet St. John,Female,2018-10-27,66,10,OBC,false,Family,true,2023-12-10,Other,2023-06-18
Coral McGeaney,Agender,1990-08-16,22,1,ST,true,Financial,false,2024-04-24,Commerce,2023-09-16
Carole Achurch,Female,2019-01-14,19,5,OBC,false,Financial,false,2024-01-16,Commerce,2023-07-26
Ignazio Rassmann,Male,2012-07-19,20,11,SC,false,Health,false,2023-09-29,Other,2024-04-23
Phoebe Brokenshaw,Female,1997-06-25,16,7,ST,true,Family,false,2023-09-04,Arts,2023-10-20
Dominique Sigg,Male,1993-09-01,37,3,ST,false,Health,false,2023-12-14,Arts,2023-08-13
James Devonish,Male,1998-03-28,28,7,General,true,Financial,true,2023-06-25,Commerce,2023-11-25
Octavius Chomicz,Male,1982-08-24,58,7,General,true,Family,true,2023-10-08,Arts,2023-10-19
Toiboid Studders,Male,1997-02-10,26,8,OBC,true,Financial,false,2024-04-15,Science,2024-02-19
Claudie Laborda,Genderfluid,1989-09-08,52,10,OBC,true,Family,true,2024-03-24,Commerce,2023-09-21
Donnie Cluett,Male,1998-12-03,15,2,OBC,false,Family,false,2023-09-17,Commerce,2023-06-07
Creigh Combe,Male,2009-09-23,33,10,SC,true,Financial,true,2023-11-05,Science,2024-04-19
Arline Oakwood,Female,1982-01-13,70,2,OBC,true,Other,true,2023-08-05,Other,2023-11-19
Ethyl Loughead,Female,1993-07-28,67,9,General,true,Family,true,2023-10-14,Commerce,2023-09-04
Nicol Lammie,Male,1981-02-28,51,5,OBC,false,Financial,false,2024-04-06,Commerce,2023-11-10
Yolanda Lonie,Female,1980-05-23,48,9,OBC,false,Financial,true,2024-03-27,Science,2024-01-31
Conrad Summerson,Male,2001-06-19,49,3,SC,false,Financial,false,2024-04-06,Commerce,2023-08-22
Catharina Cromack,Female,1981-04-24,16,5,ST,false,Family,true,2023-12-19,Other,2024-01-06
Channa Wixon,Non-binary,1984-08-01,23,12,ST,false,Family,true,2024-01-07,Commerce,2023-10-25
Vaclav Twitty,Male,1989-05-19,54,4,OBC,true,Other,true,2023-07-08,Other,2023-08-10
Janka Bushell,Female,1988-08-12,21,2,Other,false,Health,true,2024-04-28,Science,2023-12-06
Bernie Burrell,Female,2016-08-24,14,4,SC,false,Health,true,2023-08-12,Other,2023-11-17
Dniren Woolford,Female,2009-06-22,17,4,SC,true,Financial,false,2023-12-05,Other,2024-03-20
Margarethe Peschka,Female,2007-07-11,36,0,ST,false,Health,false,2024-01-04,Other,2023-08-30
Keeley Hanhard,Female,2007-10-23,31,5,General,true,Health,false,2023-12-10,Commerce,2023-07-22
Sylvia Petel,Female,1996-10-16,37,3,Other,false,Other,false,2023-08-30,Science,2023-12-09
Ewell Larmett,Male,1998-01-18,31,6,SC,true,Other,true,2023-06-07,Arts,2024-01-17
Gianina Brixey,Agender,1985-02-28,50,11,OBC,true,Family,true,2023-10-17,Other,2024-02-24
Arlyn Carbonell,Female,2016-07-25,47,8,SC,false,Other,true,2023-12-24,Other,2024-03-12
Emmit McKenney,Male,1989-03-28,51,2,SC,true,Health,true,2023-06-13,Science,2024-02-10
Dionis Jandourek,Female,2009-07-05,53,7,ST,true,Family,true,2023-08-04,Science,2023-05-20
Arnuad Chancellor,Genderfluid,2007-12-06,44,2,Other,false,Other,false,2024-01-13,Arts,2024-01-12
Illa Crouse,Female,2015-10-05,41,0,General,false,Health,true,2023-06-27,Arts,2023-09-24
Weidar Pickin,Male,1987-11-16,36,1,General,false,Family,true,2023-10-03,Other,2023-06-22
Ruttger Lennox,Male,2006-06-11,16,9,SC,true,Family,true,2024-04-09,Other,2023-06-03
Ephraim Shellshear,Male,2014-05-26,44,0,OBC,true,Health,true,2023-12-15,Other,2023-05-23
Gustaf Bend,Male,2013-04-13,17,6,ST,true,Other,false,2023-07-29,Science,2023-07-15
Tuckie Judge,Male,1990-07-17,61,11,SC,true,Health,false,2024-01-31,Arts,2023-08-30
Lisa Papps,Female,1985-08-12,45,8,General,false,Health,false,2023-08-08,Other,2023-07-08
Eric McAw,Male,1981-03-28,47,10,OBC,true,Health,true,2023-10-28,Science,2023-05-08
Casar Gaydon,Male,1987-09-29,50,7,SC,false,Family,false,2024-01-02,Other,2023-05-25
Miles Beagley,Bigender,1999-06-05,40,10,Other,true,Family,false,2023-05-21,Science,2023-07-29
Cassy Antoinet,Female,2001-08-16,59,3,General,false,Other,false,2023-08-21,Science,2023-05-14
Shina Carrack,Female,1983-12-01,27,5,ST,true,Family,true,2023-05-12,Commerce,2024-01-26
Skye Shirland,Male,1990-08-04,12,9,SC,true,Health,true,2024-01-18,Science,2023-11-02
Vin Figliovanni,Male,1984-12-31,23,4,General,true,Financial,true,2023-08-03,Other,2023-10-23
Craig Suett,Male,2010-11-07,67,8,OBC,true,Financial,false,2023-11-19,Other,2024-04-18
Jammie McGarrahan,Female,2019-01-06,46,9,General,true,Financial,true,2023-09-13,Arts,2024-01-02
Dick Shoreson,Male,1987-01-13,17,8,General,true,Health,true,2024-02-05,Science,2023-05-09
Jasmina Jest,Female,2017-07-31,28,4,OBC,false,Financial,true,2024-01-15,Commerce,2023-05-03
Bartholemy Sidery,Male,2013-06-29,55,10,ST,false,Financial,false,2024-02-20,Commerce,2023-09-15
Andrei Brammar,Female,1995-09-13,69,2,ST,true,Health,false,2023-07-20,Science,2023-05-04
Ketty Carty,Female,1981-04-13,64,12,General,true,Financial,false,2024-03-21,Science,2023-07-03
Dionisio Huxter,Male,2003-06-04,64,10,Other,true,Financial,false,2024-03-25,Science,2024-02-28
Sasha Halfacree,Male,1995-04-15,12,5,General,false,Health,false,2023-07-28,Other,2023-11-25
Chicky Yukhnov,Female,1990-12-22,64,6,OBC,false,Financial,true,2024-03-12,Science,2023-09-29
Sophia Mowsdale,Female,2018-12-26,38,1,ST,false,Health,false,2023-11-10,Science,2023-08-27
Pammi Blayney,Female,2005-04-03,68,9,OBC,true,Financial,true,2024-03-13,Science,2023-05-10
Justine Lucks,Female,1984-12-04,31,7,OBC,false,Health,true,2023-11-24,Other,2024-01-12
Waldon Matijasevic,Male,1988-10-19,56,10,SC,false,Health,false,2024-04-10,Science,2023-10-22
Chantal Cromie,Female,1990-05-25,65,1,SC,true,Financial,true,2024-04-12,Commerce,2024-02-25
Gill Cord,Female,1987-11-30,41,8,SC,true,Financial,true,2023-11-19,Arts,2024-03-14
Geralda Throssell,Female,1987-10-23,70,3,ST,false,Health,false,2023-11-20,Commerce,2024-01-10
Temp Judd,Male,2018-06-11,29,1,General,false,Other,true,2023-11-04,Commerce,2023-10-24
Hurleigh Godard,Male,1986-02-09,42,3,ST,true,Family,true,2023-12-31,Arts,2023-08-29
Mabelle Elwell,Female,2018-10-13,66,5,General,false,Financial,true,2023-09-20,Science,2023-07-25
Alejandro Bascomb,Male,2002-10-21,35,12,ST,true,Financial,true,2023-06-29,Science,2023-12-01
Dulcea Delacroux,Female,2018-02-12,21,7,SC,true,Financial,false,2023-11-11,Commerce,2024-02-26
Louisa Tinsley,Female,2019-10-23,28,9,SC,false,Health,false,2023-10-31,Arts,2023-08-31
Tomas Hessing,Male,2019-03-01,12,0,SC,false,Health,false,2023-06-27,Science,2023-09-12
Cart Dewitt,Genderfluid,2016-09-13,20,12,General,true,Health,true,2023-08-07,Other,2024-04-29
Grayce Bim,Female,1994-01-22,24,4,OBC,false,Family,true,2024-01-12,Science,2023-06-26
Kippie Reford,Male,1989-04-21,61,10,General,false,Financial,true,2023-08-31,Arts,2023-10-28
Dolph Gulc,Male,2001-03-11,13,1,General,false,Family,false,2023-09-06,Commerce,2023-10-23
Ludovika O'Shiel,Female,1991-01-28,24,0,General,false,Other,true,2023-08-19,Commerce,2023-11-28
Vikki Karlolczak,Female,1987-02-21,51,3,ST,false,Other,false,2024-04-01,Science,2023-05-13
Sanderson Tedorenko,Male,2013-12-21,57,4,ST,true,Other,false,2023-07-07,Commerce,2023-06-25
Ax Spyer,Bigender,2001-07-05,45,9,Other,true,Financial,true,2023-10-25,Arts,2023-05-20
Berkley Inman,Male,2011-12-08,29,2,OBC,false,Other,true,2024-04-23,Arts,2023-09-03
Antonio Ashfield,Agender,1992-06-21,33,4,OBC,false,Other,false,2023-11-17,Commerce,2023-12-25
Court Tovey,Male,2013-02-07,55,9,OBC,false,Other,false,2023-08-01,Arts,2023-09-17
Nataline Enden,Female,2009-07-28,50,7,General,false,Family,true,2023-08-02,Arts,2023-08-07
Sydney Foxen,Polygender,1981-01-13,64,6,Other,true,Other,false,2023-10-06,Science,2024-02-07
Brannon Bawden,Male,2002-10-27,58,4,SC,false,Family,true,2023-09-30,Arts,2024-01-04
Felita Lympany,Genderqueer,2013-10-31,37,9,General,true,Health,false,2024-01-12,Other,2024-02-21
Towney Cyseley,Male,1985-04-20,43,9,OBC,true,Other,true,2023-11-13,Other,2024-03-28
Bekki Conaghan,Female,1982-06-22,45,12,ST,false,Family,false,2024-02-08,Other,2023-11-01
Leonid Peppard,Male,1991-09-14,47,1,ST,true,Family,true,2023-11-10,Science,2023-09-02
Tristan Gilbard,Male,2015-07-01,18,12,SC,false,Family,false,2024-02-03,Other,2024-04-01
Lucio Lockney,Male,1982-04-06,17,8,Other,false,Family,true,2023-10-30,Arts,2023-11-17
Karie Doerr,Female,2008-07-19,46,1,ST,false,Family,true,2023-05-01,Other,2023-12-21
Ernestine Sillick,Female,2008-05-10,44,10,ST,true,Health,true,2023-12-16,Commerce,2023-09-30
Allsun Fairn,Female,1991-03-01,64,7,General,true,Family,true,2023-06-21,Commerce,2023-10-06
Leoline Haward,Female,1988-11-03,65,1,General,false,Financial,false,2023-11-27,Commerce,2024-04-25
Gert Ruggier,Female,2001-01-05,41,10,General,true,Financial,false,2023-08-25,Commerce,2023-07-24
Alex Jearum,Male,2014-06-14,65,9,SC,true,Health,false,2023-09-29,Other,2023-05-06
Hally Rymell,Female,1989-12-31,26,5,General,false,Financial,true,2024-01-28,Arts,2023-09-09
Winnie Borkin,Male,2017-01-24,13,6,SC,true,Health,false,2023-10-30,Other,2023-06-06
Elmira Robel,Female,1981-08-17,35,5,SC,true,Financial,false,2023-06-29,Commerce,2023-09-29
Carmine Brahams,Male,1987-04-21,20,4,Other,false,Other,false,2023-10-06,Arts,2023-10-02
Weylin Athy,Male,2006-07-13,63,5,OBC,false,Financial,true,2023-12-06,Commerce,2023-07-03
Townsend Nixon,Male,1988-04-01,33,0,ST,true,Family,false,2023-05-16,Other,2024-03-20
Jordana Trounson,Female,2010-01-20,68,0,SC,false,Financial,false,2024-03-15,Commerce,2023-06-16
Bourke Marchelli,Male,1988-05-16,24,5,SC,true,Family,false,2023-06-06,Science,2023-09-08
Sammie Roskelley,Male,1984-12-11,50,3,OBC,false,Other,false,2024-01-31,Commerce,2023-07-09
Dexter Klemke,Male,1992-10-24,26,6,OBC,true,Health,true,2023-08-05,Other,2023-07-18
Shelton Attril,Non-binary,1988-09-28,56,5,SC,true,Health,true,2024-04-23,Arts,2024-03-26
Paul Ayerst,Male,2012-09-22,54,7,OBC,false,Other,false,2023-05-12,Other,2024-03-29
Eba Batt,Female,2004-04-09,53,9,SC,false,Health,false,2024-02-19,Science,2024-03-01
Killie Lafranconi,Male,1995-08-14,15,12,SC,false,Health,true,2024-03-23,Science,2023-08-18
Salomo Sweedy,Male,1986-07-17,35,2,OBC,true,Family,true,2024-01-06,Science,2023-07-10
Jerrilee Wernher,Female,2017-12-26,29,11,General,false,Other,true,2024-04-24,Arts,2023-08-03
Rozalie Gallety,Female,1989-03-06,38,10,OBC,true,Other,true,2024-04-24,Arts,2024-03-21
Madelaine Whyler,Female,2010-03-20,65,2,Other,false,Financial,true,2023-11-20,Other,2024-04-28
Bartholomeo Giblin,Genderfluid,1997-10-11,38,4,General,true,Family,true,2023-12-10,Science,2024-04-22
Chris Deshon,Female,1981-01-19,19,9,Other,false,Family,true,2024-02-04,Science,2023-11-11
Dwight Borsay,Male,2004-01-24,61,2,General,false,Financial,false,2023-06-24,Commerce,2023-08-31
Shawnee Witherden,Female,1992-08-09,41,11,General,true,Other,false,2023-07-16,Commerce,2023-09-30
Herrick Spadaro,Male,2002-05-30,68,6,General,false,Financial,false,2023-07-26,Commerce,2023-12-19
Meriel Le Ball,Female,1988-03-15,17,3,General,false,Other,false,2023-10-22,Other,2023-06-02
Owen Doole,Male,1989-07-16,39,11,General,true,Health,true,2023-08-05,Other,2023-10-14
Anna-maria Ghilks,Female,1994-10-08,35,0,SC,false,Other,true,2023-12-11,Science,2024-04-16
Yulma O'Luby,Male,1995-09-11,20,5,General,false,Financial,false,2023-10-01,Other,2023-12-17
Gayla Caldroni,Female,1991-08-25,31,9,OBC,false,Health,true,2024-04-25,Arts,2023-10-19
Brigid Dawidowicz,Female,2001-03-20,27,0,SC,true,Health,true,2024-03-12,Arts,2023-08-02
Isis Chaperling,Female,1993-02-25,51,2,SC,false,Financial,true,2024-04-17,Other,2023-07-26
Ophelie Ghidoli,Female,2019-07-18,45,9,OBC,false,Financial,true,2024-04-14,Science,2023-07-23
Reggie de Amaya,Female,1986-03-30,30,0,ST,false,Financial,true,2023-12-23,Science,2023-06-19
Archibald Fudger,Male,2009-05-07,61,0,General,false,Family,false,2023-12-22,Arts,2024-02-06
Elbert Dreng,Male,1993-06-06,65,9,OBC,true,Health,true,2023-08-05,Science,2023-06-09
Willis Brimming,Male,2017-08-01,12,9,ST,true,Health,false,2023-05-04,Commerce,2023-08-22
Pauly Danhel,Female,2007-09-23,68,2,ST,false,Other,false,2024-03-08,Arts,2023-07-24
Cyb Starsmeare,Polygender,2004-08-26,42,12,ST,true,Family,true,2023-11-26,Commerce,2023-12-26
Elyse Giorio,Female,1987-08-13,61,12,SC,false,Family,false,2024-01-05,Other,2023-08-19
Washington Shallo,Male,2018-12-09,69,2,General,false,Financial,true,2023-09-24,Arts,2024-04-24
Asa Ferrelli,Male,2012-05-06,54,3,OBC,true,Family,false,2023-09-16,Commerce,2024-04-28
Ibrahim Piesing,Male,1996-02-13,33,2,OBC,true,Health,true,2023-10-31,Arts,2024-02-10
Cullin Rioch,Male,1992-06-02,22,7,Other,true,Health,true,2023-12-16,Arts,2023-07-04
Waly Isard,Female,2004-10-18,27,1,SC,true,Family,false,2023-12-08,Other,2023-08-06
Johan Justun,Male,1987-05-23,59,4,ST,false,Financial,true,2024-01-21,Arts,2023-06-01
Gertrud Ind,Female,2015-04-26,10,8,Other,false,Other,false,2023-06-09,Other,2023-05-30
Benetta Marciskewski,Non-binary,1988-07-08,16,1,Other,true,Health,true,2023-06-14,Commerce,2023-05-14
Gerick Linskey,Male,2000-01-20,54,5,SC,true,Other,true,2024-03-07,Arts,2024-02-23
Iorgos Androsik,Male,1994-06-22,63,0,ST,false,Family,false,2024-04-21,Arts,2024-03-26
Ella Firmin,Female,2006-12-01,29,10,Other,false,Health,true,2024-04-19,Commerce,2023-07-23
Mallissa Polk,Polygender,1997-12-18,65,8,ST,true,Financial,false,2024-03-19,Other,2023-08-26
Jaclin Bendik,Female,2014-04-26,64,11,ST,false,Family,false,2024-02-21,Other,2023-10-26
Franky Huxton,Female,1981-11-15,14,9,General,false,Financial,true,2023-05-16,Arts,2023-07-04
Freda Blaza,Female,1989-06-21,10,11,ST,false,Financial,false,2023-05-29,Arts,2024-02-13
Gardner Sadry,Male,2001-11-04,32,0,Other,true,Health,true,2023-09-14,Science,2024-02-17
Maximo Mulvy,Male,1999-08-22,57,2,Other,true,Family,false,2024-04-26,Other,2024-03-25
Angele M'Quharge,Female,2011-02-21,15,12,ST,false,Health,true,2023-09-22,Other,2023-09-01
Maxim Borborough,Male,1995-03-23,19,7,ST,true,Family,true,2024-04-27,Science,2023-08-17
Oren Coulbeck,Male,1996-02-18,45,11,General,false,Family,true,2024-02-23,Commerce,2023-12-13
Sari Geill,Female,2009-07-05,23,0,SC,true,Family,true,2023-10-28,Commerce,2023-10-02
Nadya Eilert,Female,2005-03-03,44,9,ST,false,Financial,true,2024-01-26,Other,2024-03-15
Ema Poyntz,Female,1991-10-27,14,3,OBC,false,Other,false,2023-10-28,Commerce,2024-04-29
Chas Tefft,Male,1984-09-16,62,3,General,false,Health,false,2023-11-23,Science,2024-01-02
Tammie Hayhurst,Male,2006-08-17,69,0,OBC,false,Other,true,2023-06-16,Commerce,2024-03-11
Fan Hussey,Female,2019-06-15,37,9,General,false,Other,true,2023-08-29,Other,2024-02-03
Rozele Mahady,Female,2010-05-20,50,6,OBC,false,Financial,false,2023-06-23,Other,2023-10-21
Nalani Trubshawe,Female,2000-05-16,21,5,SC,true,Family,true,2023-10-16,Arts,2023-05-21
Leelah Langlois,Female,1987-09-28,38,5,SC,false,Health,false,2023-10-04,Commerce,2023-06-08
Kitty Hartin,Female,2009-08-05,44,2,SC,false,Financial,true,2023-08-20,Commerce,2023-10-31
Rafaelia Keems,Female,2002-06-12,36,0,General,true,Health,true,2024-01-08,Other,2023-11-28
Elysha Sangra,Female,2004-01-14,53,4,Other,false,Family,true,2023-12-10,Science,2023-12-13
Shoshanna Revie,Female,2000-09-29,61,0,Other,true,Health,true,2023-12-01,Science,2024-03-23
Ashla Crosthwaite,Non-binary,2018-12-07,32,7,General,true,Health,false,2023-05-14,Arts,2023-12-27
Jarrad Allanson,Male,2005-06-13,35,3,SC,false,Family,false,2024-02-23,Science,2023-10-27
Marge Elms,Female,2012-09-03,49,0,OBC,false,Health,false,2024-02-23,Other,2024-03-14
Mari Charlot,Female,1999-01-24,14,3,SC,true,Health,false,2023-12-24,Other,2023-09-19
Lorena MacQueen,Female,1999-04-14,31,5,Other,true,Other,true,2024-04-03,Arts,2023-08-28
Jermayne Attwater,Male,1995-11-30,49,3,General,true,Family,true,2024-04-11,Arts,2024-02-01
Casandra McErlaine,Female,2008-04-17,34,9,Other,true,Family,false,2023-11-21,Arts,2023-05-09
Jermaine Castelluzzi,Polygender,1998-11-05,63,12,ST,true,Other,false,2023-08-26,Arts,2023-09-21
Garwood Paxforde,Male,2005-02-25,39,5,General,true,Family,true,2024-03-06,Science,2023-05-21
Tomkin Harvison,Male,2019-02-06,46,11,General,true,Health,false,2023-08-24,Science,2023-07-16
Neely Pulley,Female,2002-11-24,18,1,General,false,Financial,true,2023-05-28,Arts,2023-07-08
Addy Budget,Polygender,1998-10-05,41,8,OBC,true,Family,false,2023-06-25,Arts,2023-05-23
Lexis Moscon,Female,2001-01-31,60,7,OBC,true,Health,true,2024-01-09,Commerce,2024-04-07
Flossie Janek,Female,2008-01-22,13,6,General,false,Other,true,2024-04-09,Commerce,2024-04-24
Padraig Pavey,Male,1990-12-22,65,12,SC,false,Financial,false,2024-04-09,Other,2023-06-10
Annette Tulloch,Female,1989-01-07,57,3,Other,false,Financial,false,2023-10-05,Other,2024-04-06
Annalise Klimentyev,Female,2003-11-30,40,1,OBC,true,Financial,true,2024-03-28,Science,2024-04-24
Ad Fills,Male,2008-02-02,28,6,General,true,Other,false,2024-02-22,Other,2024-02-24
Vyky Anchor,Female,2009-06-09,26,0,OBC,false,Family,false,2023-07-01,Commerce,2023-05-02
Eddy Measor,Polygender,1988-05-06,47,11,ST,false,Family,true,2024-02-06,Arts,2023-05-05
Maura Parkes,Female,2006-06-24,59,2,General,true,Health,true,2023-08-16,Science,2023-10-09
Kristoffer Lennon,Male,2006-12-08,59,12,ST,false,Health,false,2024-03-12,Science,2024-03-18
Dilan Elintune,Male,2013-08-17,22,4,Other,false,Financial,true,2023-10-31,Science,2023-07-16
Leupold Wigfield,Male,2010-01-03,66,9,OBC,false,Other,true,2023-07-04,Arts,2024-04-16
Emelina Cuberley,Genderfluid,1997-10-04,34,12,OBC,true,Health,false,2023-08-21,Other,2024-04-07
Melamie Davidson,Polygender,2016-12-29,67,12,Other,false,Other,false,2024-01-04,Arts,2023-05-15
Ailyn Clohissy,Female,1985-02-06,50,8,Other,false,Health,false,2024-04-15,Arts,2024-01-04
Kordula Ullyatt,Female,2000-06-21,38,6,General,false,Family,false,2023-11-05,Commerce,2023-09-17
Kippar Corbally,Male,2003-09-10,27,2,Other,true,Financial,false,2023-08-31,Arts,2023-06-12
Baxie Libbey,Male,1997-03-21,68,4,OBC,true,Financial,false,2023-05-16,Arts,2023-09-20
Ardelia Boykett,Female,2018-09-10,22,9,ST,false,Family,true,2024-03-22,Science,2024-03-09
Dew Farmery,Genderqueer,1993-10-11,49,3,OBC,true,Other,true,2024-03-31,Science,2024-01-12
Austina Gerish,Female,1994-05-06,12,5,OBC,true,Health,true,2024-03-29,Science,2023-06-10
Nertie Reidie,Female,1993-08-18,49,5,ST,true,Health,false,2023-11-13,Commerce,2023-12-02
Mozelle Stannus,Female,1999-04-07,25,10,General,true,Other,false,2024-03-02,Science,2024-03-05
Nancy Gurley,Female,2019-04-09,51,3,OBC,true,Health,false,2023-09-06,Arts,2023-05-15
Ashley Titman,Female,2013-05-20,67,11,Other,false,Other,true,2023-11-22,Commerce,2024-03-24
Jenny Shoorbrooke,Female,2008-08-11,67,12,ST,false,Financial,false,2024-04-20,Arts,2023-06-06
Bari Collinwood,Female,1982-06-04,54,2,SC,true,Health,false,2024-04-11,Science,2023-05-27
Elane Dreamer,Female,1998-01-16,26,9,SC,false,Financial,false,2023-05-28,Other,2023-10-25
Doretta Citrine,Female,1998-10-25,19,5,Other,true,Other,false,2023-07-21,Other,2023-12-09
Bink Jenson,Male,1983-10-25,32,9,ST,false,Financial,true,2024-03-09,Science,2023-11-11
Rochella Mourant,Female,1992-12-08,50,0,ST,true,Health,false,2023-09-29,Other,2024-04-16
Bertie Bim,Male,1988-11-01,11,2,General,false,Health,true,2023-08-01,Science,2023-08-12
Sheba Couth,Female,1999-07-31,17,4,ST,false,Family,true,2023-11-20,Other,2024-03-13
Audrye Birchenhead,Female,1989-11-17,19,8,SC,false,Financial,false,2024-01-04,Arts,2024-04-11
Terrence Triplett,Male,1984-07-30,35,8,General,false,Financial,false,2024-04-19,Science,2023-09-13
Aretha Le Port,Female,2017-07-04,65,0,SC,false,Family,false,2023-05-21,Arts,2023-09-30
Josie Wakefield,Female,1985-11-27,62,4,SC,true,Health,false,2023-06-15,Other,2024-01-20
Delores Pilkinton,Female,2004-02-20,48,7,SC,true,Health,true,2023-08-23,Arts,2024-03-31
Bernadene Rate,Female,2011-05-24,26,5,ST,true,Other,false,2024-04-12,Science,2023-11-05
Avrom Guerri,Male,2009-10-31,57,5,General,false,Other,true,2023-06-17,Science,2024-04-06
Lyda de Banke,Female,1997-03-29,16,1,SC,false,Financial,false,2023-09-09,Arts,2023-07-02
Aloisia Ferrie,Female,1987-09-07,15,1,ST,true,Other,true,2023-07-03,Arts,2023-08-05
Cornie Albutt,Female,1984-09-15,37,12,Other,true,Financial,true,2023-05-09,Commerce,2024-04-17
Fredia Duligal,Female,1988-04-08,10,11,General,false,Health,true,2023-06-18,Arts,2023-09-02
Mellie Orpen,Female,2000-10-07,19,4,Other,true,Health,false,2024-03-24,Arts,2023-09-30
Ruby Jacques,Female,2014-09-12,58,4,OBC,false,Family,false,2023-07-10,Other,2023-08-26
Ellswerth Tierney,Male,2003-08-02,10,6,General,false,Family,true,2023-09-08,Other,2024-02-15
Nollie Gosselin,Male,2015-10-23,43,1,Other,false,Health,false,2024-01-13,Other,2024-01-20
Roscoe Olyff,Male,1986-07-01,67,8,Other,true,Family,false,2024-02-17,Commerce,2023-12-08
Brandice Scutter,Female,2003-04-15,67,0,ST,false,Financial,false,2023-11-14,Arts,2024-03-04
Gunar Aslin,Male,2020-02-12,20,2,Other,true,Health,false,2023-09-29,Commerce,2023-10-22
