Name,Gender,DateOfBirth,Age,Standard,Caste,DropoutStatus,DropoutReason,DropoutPrediction,SchoolJoiningDate,StreamAfter10th,DateLeftSchool
Buck Coorington,Male,10/18/2017,81,8,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/21/2023,Arts,11/25/2011
Pancho Stritton,Male,8/24/1950,105,12,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/23/2007,Commerce,8/17/2015
Bernie Ebunoluwa,Male,4/6/1984,0,7,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/29/2003,Commerce,9/27/1994
Michaeline Dyott,Female,4/30/1938,113,8,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/6/1994,Other,11/5/2014
Nance Cathesyed,Female,8/4/1915,39,0,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/29/1996,Commerce,2/9/2020
Whitney Darke,Non-binary,1/14/1989,44,1,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/5/2018,Commerce,6/27/1992
Wenonah Ketts,Female,9/4/1988,42,5,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/2/2023,Commerce,10/5/2006
Albrecht Keasy,Male,10/16/2023,112,11,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/6/1996,Science,10/27/2022
Lennard Valentinetti,Male,1/21/1933,84,12,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/12/2023,Other,10/1/2014
Danella Dy,Female,4/29/2022,99,3,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/16/2020,Arts,12/15/2011
Heinrick Wildgoose,Male,9/24/1966,56,6,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/16/2012,Science,11/12/1992
Freemon Baukham,Male,4/20/1986,47,10,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/2/2018,Arts,8/27/2007
Addison Rosnau,Male,4/29/2015,55,9,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/23/2013,Arts,4/3/2000
Waiter De La Haye,Male,7/18/2021,16,8,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/6/1999,Science,11/16/2009
Lem Bark,Male,8/21/1957,119,8,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/24/2007,Arts,2/27/2015
Beauregard Oakenfall,Male,7/21/1980,81,0,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/19/1999,Commerce,3/5/1997
Val Brafferton,Female,9/16/1947,66,8,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/1/2004,Other,5/21/1994
Adey Lathey,Female,7/17/2004,83,8,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/6/2005,Other,3/4/2021
Merline Inglese,Female,3/22/2009,32,11,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/18/1994,Commerce,3/4/2019
Maggy Drinkwater,Female,8/26/2016,89,1,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/20/2017,Science,3/11/1996
Benedict Shiril,Male,4/24/1903,107,4,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/23/1998,Commerce,5/1/2004
Roland Raynor,Male,12/19/1972,91,9,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/11/1990,Arts,5/8/1994
Flynn Meir,Bigender,2/11/1938,40,12,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,6/25/2002,Arts,11/26/2018
Gabriella Steeden,Female,5/30/1998,51,4,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/25/2001,Other,11/25/1998
Christa Satterfitt,Female,6/13/1915,97,2,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/18/2001,Science,2/24/2012
Aube MacDavitt,Male,6/25/1916,53,2,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/16/2016,Other,8/23/1999
Hazel Cunnington,Female,5/16/1984,108,6,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/31/2022,Commerce,6/23/1997
Selby Doyle,Male,10/3/1989,14,3,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/27/1998,Other,3/17/1999
Sheridan Nolan,Male,4/14/2002,83,8,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/6/2015,Commerce,12/23/2020
Reginald Fishbourn,Male,10/13/2018,53,8,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/6/2005,Science,4/21/1996
Staffard Taffurelli,Male,6/2/2013,94,1,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/7/1994,Arts,1/29/2020
Dorelle Clayborn,Female,5/11/1911,102,7,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/8/1995,Other,12/13/2012
Georgeanna Rumens,Female,8/30/1925,64,4,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/27/2011,Arts,10/25/2021
Obadiah Cosker,Male,10/13/1970,2,10,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/19/2001,Science,8/26/1994
Minda Remmer,Female,8/25/1973,97,2,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/7/2017,Other,8/1/1993
Ernest Pedlow,Male,4/5/1905,18,8,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/30/1997,Arts,5/7/2010
Nathanial Twycross,Male,3/1/1967,52,7,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/31/2013,Commerce,5/10/2015
Owen Chiplin,Polygender,2/23/1976,16,12,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/19/2020,Science,1/26/2004
Babbette Botterell,Female,10/30/1966,95,12,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/13/2005,Other,5/23/1995
Alexandros Wollrauch,Male,3/11/1961,66,11,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/23/1993,Other,9/5/2011
Wadsworth Stockle,Male,11/13/1980,116,2,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/16/2019,Commerce,4/18/2021
Riki Mitchelson,Agender,6/29/2004,0,3,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/2/2007,Commerce,3/19/2017
Barn McGirl,Male,3/12/1945,111,10,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/12/2019,Commerce,2/10/2007
Petronia De Coursey,Female,10/20/1918,90,2,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/16/1993,Commerce,9/7/2015
Stoddard Barkaway,Female,11/29/1952,111,10,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,6/30/2009,Science,10/20/1997
Gerrard Capelen,Male,6/15/1984,112,4,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/19/2014,Science,6/14/2007
Doralynne Colafate,Polygender,6/17/1913,88,7,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/13/2013,Commerce,8/29/2010
Ogdan Bogays,Male,10/16/1920,34,6,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/3/2006,Commerce,5/25/2008
Janek Pole,Male,1/21/1939,88,12,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/14/1999,Science,8/20/2017
Nicola Swales,Male,12/22/1966,25,2,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,9/29/2022,Commerce,8/31/2017
Leola Darlison,Female,10/4/2000,55,0,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/6/2017,Arts,3/8/2019
Elbert Flips,Male,6/24/1962,80,9,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/6/2004,Other,12/5/2013
Monika Girodon,Female,9/30/1995,23,8,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/1/1993,Commerce,10/14/2015
Janenna Colson,Female,8/24/1926,113,6,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,6/23/1993,Commerce,8/20/2016
Norbie Rapier,Male,9/18/1941,50,8,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/10/1997,Science,11/23/2014
Eldon Petracci,Male,6/1/1953,75,11,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/3/1990,Science,8/30/2006
Boniface Grevel,Male,2/24/1989,49,2,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/15/2022,Arts,8/17/2016
Saundra Gyde,Male,1/19/1948,52,2,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/10/2023,Arts,12/7/1992
Gerda Pepineaux,Female,3/16/1921,37,11,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/4/2007,Arts,2/19/2019
Jehu Flott,Male,12/30/2020,61,1,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/23/2004,Commerce,10/12/1997
Devlen Reen,Genderqueer,8/31/1981,88,8,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/27/1994,Other,6/6/2008
Vinny McGraffin,Male,9/14/1938,38,7,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/14/2005,Arts,8/26/2000
Taryn McSporrin,Female,5/25/1904,97,1,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/22/2007,Arts,7/5/1996
Guthrey Fardy,Genderqueer,4/28/1973,49,6,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/20/2017,Arts,6/18/1999
Rafaela Shoebottom,Female,9/5/1941,119,3,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/26/2015,Arts,11/1/2021
Griffie Wallbrook,Male,8/4/1969,94,11,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/20/1997,Commerce,11/25/1996
Pam Milkeham,Female,9/11/1996,30,4,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/30/2016,Science,10/14/2012
Yulma Dilland,Male,1/20/1955,1,6,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/7/2004,Other,4/23/2021
Christy Levene,Male,10/24/1954,103,5,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/28/1992,Commerce,1/23/2005
Carlyle Ventura,Agender,5/22/1916,9,5,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/1/1994,Arts,1/13/2010
Vinni Caselli,Female,1/28/2005,114,7,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/4/1996,Commerce,2/15/1991
Moshe Rego,Male,6/19/1957,14,1,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/9/2001,Other,12/19/2012
Tawnya Lawie,Female,5/22/1968,44,11,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,6/30/2003,Science,6/24/2004
Blondie Slimme,Female,3/20/1967,111,6,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/13/1999,Science,8/31/2001
Dorothee Allitt,Female,5/19/1917,38,4,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/17/2023,Other,1/1/1996
Forster Henighan,Male,6/22/2017,71,4,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/1/1992,Commerce,8/26/1997
Henry Bench,Male,4/28/1947,105,7,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/17/2005,Science,9/14/1994
Zachery Larder,Male,7/28/2022,25,5,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/13/1995,Science,8/27/2019
Amelina Scoffham,Female,5/12/1952,104,12,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/6/2001,Arts,6/11/2013
Cristina Hellis,Female,1/6/1903,106,0,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/25/2014,Arts,12/8/2010
Coralyn Kliemann,Female,8/22/1920,61,6,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/5/1991,Commerce,5/5/2013
Aube Shurville,Male,7/30/1911,48,0,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/12/2018,Commerce,2/4/2009
Almeria Yewdall,Agender,3/24/1918,92,4,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/7/1992,Commerce,5/2/2003
Eba Wingham,Female,10/31/1924,110,1,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/7/2002,Arts,1/20/1992
Mortie Knappett,Male,3/7/1957,83,11,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/23/2002,Arts,5/29/1998
Leta Caslake,Genderqueer,3/4/2018,19,7,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/9/2022,Arts,12/4/1999
Barclay Nielson,Male,1/8/1922,55,0,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/18/1998,Commerce,10/12/2014
Ginni Sigert,Female,10/25/1980,6,0,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/2/2004,Arts,7/19/2011
Farris Rennenbach,Male,9/29/1948,6,6,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,6/25/2006,Science,10/14/1992
Millicent McGing,Female,2/9/1953,61,11,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/16/1999,Other,2/22/2022
Rosabella Hardie,Female,11/28/2004,58,12,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/11/2017,Commerce,12/29/2000
Shelagh Kid,Female,2/19/1918,84,2,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/27/2007,Science,4/20/1995
Christoforo Gudgin,Male,7/18/1956,113,5,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/23/2018,Other,8/1/2017
Maurita Frowd,Female,10/8/1917,44,1,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/14/2017,Other,10/7/2019
Derby Parminter,Male,6/14/1971,25,6,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/5/2021,Science,12/29/1998
Issiah Kensington,Male,6/20/1919,88,11,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/21/1994,Other,12/24/2010
Shurlock Becconsall,Male,5/28/1963,46,5,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/26/2012,Commerce,11/16/2021
Kellen Crumbie,Male,11/18/1973,119,2,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/20/2006,Other,1/11/2020
Dion Fellowes,Male,12/22/2021,3,6,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/2/1991,Other,1/3/2023
Natalee Lies,Female,10/31/2004,111,0,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/7/2008,Other,7/22/2017
Roanna Tewkesberry,Female,6/24/1945,98,7,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/16/1994,Science,4/1/2019
Midge Beagan,Female,4/5/1984,44,5,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/3/1994,Science,2/29/2000
Gibby Blizard,Male,9/29/1915,76,7,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/8/2011,Other,10/23/2000
Osborne Blaze,Male,4/4/1997,45,10,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/12/1991,Arts,10/8/2011
Murielle Eggleton,Agender,1/2/2020,55,9,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/14/2005,Science,9/13/1997
Loydie Mosco,Male,11/15/1908,43,2,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/6/2003,Science,4/5/2021
Lonny Kittiman,Polygender,11/7/2005,80,4,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/7/2014,Other,3/17/2009
Nanine Fryatt,Agender,12/3/1966,115,8,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/23/1999,Other,5/14/2018
Purcell Fenna,Male,3/10/1901,1,4,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/14/1991,Other,8/25/2000
Arielle Molian,Female,9/16/1971,75,5,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/4/2001,Other,9/16/1992
Caro Haselden,Non-binary,12/16/1999,41,10,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/18/2000,Other,9/18/2003
Buckie Tash,Male,4/29/1960,61,2,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/17/1993,Commerce,9/29/2012
Gamaliel Cavil,Male,11/30/2006,105,12,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,6/6/2022,Arts,3/28/2012
Aldon aManger,Male,5/31/1930,79,5,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/18/2003,Commerce,6/29/2015
Sig Wein,Male,11/19/1903,90,0,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/24/2008,Arts,11/27/2011
Mellicent Heakey,Genderfluid,6/16/2014,4,2,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,6/19/2017,Other,12/10/1992
Jarret Fradgley,Male,11/27/1996,95,7,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/10/2004,Commerce,10/9/2017
Francyne Le Pine,Female,6/6/1939,91,5,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/19/1998,Other,8/7/1999
Harriett Odney,Bigender,7/27/1999,4,10,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/17/2014,Other,9/14/2023
Selene McCudden,Female,5/18/1960,104,3,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/14/2022,Science,5/12/2011
Shanan Edwardson,Male,3/30/2022,101,2,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/1/1992,Other,10/30/2016
Cherye Reeme,Female,9/4/1919,92,9,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/8/1994,Science,8/21/2011
Dorothea Palfrey,Female,3/11/1909,89,12,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/6/1991,Other,1/18/1997
Arte Hultberg,Male,9/16/1922,2,9,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/11/2006,Other,1/8/1997
Axel Najera,Male,4/15/1977,112,9,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/13/1997,Commerce,8/2/1999
Reagen Tumility,Male,11/20/1981,74,8,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/12/2014,Other,3/27/2007
Florence Frodsham,Female,10/8/2013,31,9,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/16/1994,Other,2/18/1997
Nadia Kevlin,Female,9/22/1966,64,1,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/30/2003,Other,3/27/2009
Warde Eliasson,Male,3/4/1987,119,1,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/30/1996,Other,5/10/2017
Mellicent Cunnow,Female,5/24/1934,1,9,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/23/2018,Science,11/21/2004
Fabian Di Baudi,Male,5/29/1938,73,9,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/11/2014,Arts,1/15/2002
Dory Perigoe,Male,1/10/1962,32,8,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/26/2002,Arts,5/21/2009
Miller McGaughay,Male,2/22/1960,119,7,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/12/2022,Science,8/20/2008
